?label	?exact	?broad	?narrow	?related	?subset	?uri
"alkaline flat"				"chott"		"http://purl.obolibrary.org/obo/ENVO_00000196"
"alkaline flat"				"kavir"		"http://purl.obolibrary.org/obo/ENVO_00000196"
"alkaline flat"				"playa"		"http://purl.obolibrary.org/obo/ENVO_00000196"
"alkaline flat"				"salina"		"http://purl.obolibrary.org/obo/ENVO_00000196"
"alkaline hot spring"						"http://purl.obolibrary.org/obo/ENVO_00002119"
"alkaline salt lake"				"soda lake"		"http://purl.obolibrary.org/obo/ENVO_00002121"
"alkaline water"						"http://purl.obolibrary.org/obo/ENVO_01000357"
"all season road"	"all-season road"			"permanent road"		"http://purl.obolibrary.org/obo/ENVO_01000771"
"allotment garden"						"http://purl.obolibrary.org/obo/ENVO_00005745"
"allotment garden soil"						"http://purl.obolibrary.org/obo/ENVO_00005744"
"alluvial deposit"						"http://purl.obolibrary.org/obo/ENVO_01001204"
"alluvial fan"	"fan (alluvial)"			"fan"		"http://purl.obolibrary.org/obo/ENVO_00000314"
"alluvial paddy field soil"						"http://purl.obolibrary.org/obo/ENVO_00005759"
"alluvial plain"						"http://purl.obolibrary.org/obo/ENVO_00000258"
"alluvial sediment"						"http://purl.obolibrary.org/obo/ENVO_01001203"
"alluvial soil"						"http://purl.obolibrary.org/obo/ENVO_00002871"
"alluvial swamp soil"						"http://purl.obolibrary.org/obo/ENVO_00005758"
"alluvium"						"http://purl.obolibrary.org/obo/ENVO_01001202"
"along-front current"						"http://purl.obolibrary.org/obo/ENVO_01000100"
"alpine"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000340"
"alpine biome"						"http://purl.obolibrary.org/obo/ENVO_01001835"
"alpine glacier"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000085"
"alpine soil"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00005741"
"alpine tree line ecotone"	"alpine tree line"					"http://purl.obolibrary.org/obo/ENVO_01000954"
"alpine tree line ecotone"	"alpine tree-line"					"http://purl.obolibrary.org/obo/ENVO_01000954"
"alpine tree line ecotone"	"alpine treeline"					"http://purl.obolibrary.org/obo/ENVO_01000954"
"alpine tundra biome"	"mountain tundra"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01001505"
"alpine tundra ecosystem"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01001371"
"altitudinal condition"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000343"
"altocumulus castellanus cloud"					"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001427"
"altocumulus cloud"					"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001409"
"altostratus cloud"					"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001410"
"aluminium dust"						"http://purl.obolibrary.org/obo/ENVO_01001283"
"aluminum welding fume"						"http://purl.obolibrary.org/obo/ENVO_02000116"
"amenity lake"						"http://purl.obolibrary.org/obo/ENVO_00000451"
"amictic lake"						"http://purl.obolibrary.org/obo/ENVO_01000284"
"ammonia ice"					"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001140"
"amniotic fluid material"						"http://purl.obolibrary.org/obo/ENVO_02000021"
"amorphous solid"						"http://purl.obolibrary.org/obo/ENVO_01001646"
"amount of carbon atom in environmental material"	"environmental material carbon atom amount"					"http://purl.obolibrary.org/obo/ENVO_09000004"
"amount of carbon atom in soil"	"soil carbon atom amount"					"http://purl.obolibrary.org/obo/ENVO_09000005"
"amount of carbon atom in water"	"water carbon atom amount"					"http://purl.obolibrary.org/obo/ENVO_09000006"
"amount of nitrogen atom in environmental material"	"environmental material nitrogen atom amount"					"http://purl.obolibrary.org/obo/ENVO_09000013"
"amount of nitrogen atom in soil"	"soil nitrogen atom amount"					"http://purl.obolibrary.org/obo/ENVO_09000014"
"amount of nitrogen atom in water"	"water nitrogen atom amount"					"http://purl.obolibrary.org/obo/ENVO_09000015"
"anabatic wind"					"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001733"
"anabranch"	"anabranch"	"watercourse"		"stream"		"http://purl.obolibrary.org/obo/ENVO_00000152"
"anaerobic bioreactor"						"http://purl.obolibrary.org/obo/ENVO_00002124"
"anaerobic dechlorinating bioreactor"						"http://purl.obolibrary.org/obo/ENVO_00002125"
"anaerobic digester sludge"						"http://purl.obolibrary.org/obo/ENVO_00003965"
"anaerobic mud"	"anoxic mud"					"http://purl.obolibrary.org/obo/ENVO_00002133"
"anaerobic sediment"	"anoxic sediment"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00002045"
"anaerobic sludge"						"http://purl.obolibrary.org/obo/ENVO_00002129"
"anaerobic sludge blanket reactor"						"http://purl.obolibrary.org/obo/ENVO_00002213"
"anaerobic stream sediment"						"http://purl.obolibrary.org/obo/ENVO_00002134"
"anafront"					"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001708"
"anatomical entity environment"						"http://purl.obolibrary.org/obo/ENVO_2100000"
"anchialine cave"						"http://purl.obolibrary.org/obo/ENVO_01000367"
"anchialine pool"	"anchialine pond"					"http://purl.obolibrary.org/obo/ENVO_01000368"
"anchor ice"	"bottom-fast ice"					"http://purl.obolibrary.org/obo/ENVO_01001335"
"anchored ice calf"						"http://purl.obolibrary.org/obo/ENVO_01001508"
"andesite"						"http://purl.obolibrary.org/obo/ENVO_01000441"
"andesitic volcano"						"http://purl.obolibrary.org/obo/ENVO_01000439"
"andosol"						"http://purl.obolibrary.org/obo/ENVO_00002232"
"animal aquaculture process"	"animal aquaculture"			"aquaculture of animals"		"http://purl.obolibrary.org/obo/ENVO_01001254"
"animal cage"		"cage"				"http://purl.obolibrary.org/obo/ENVO_01000922"
"animal carcass fall"						"http://purl.obolibrary.org/obo/ENVO_01000139"
"animal feed"				"fodder"		"http://purl.obolibrary.org/obo/ENVO_02000047"
"animal habitation"			"den"			"http://purl.obolibrary.org/obo/ENVO_00005803"
"animal habitation"			"nest"			"http://purl.obolibrary.org/obo/ENVO_00005803"
"animal house"						"http://purl.obolibrary.org/obo/ENVO_00003040"
"animal husbandry"				"agriculture"		"http://purl.obolibrary.org/obo/ENVO_01001248"
"animal litter"						"http://purl.obolibrary.org/obo/ENVO_00002191"
"animal manure"						"http://purl.obolibrary.org/obo/ENVO_00003031"
"animal manure product"						"http://purl.obolibrary.org/obo/ENVO_01001120"
"animal trap"					"envoCesab"	"http://purl.obolibrary.org/obo/ENVO_01000975"
"animal waste material"		"animal waste"				"http://purl.obolibrary.org/obo/ENVO_00002276"
"animal-associated environment"	"Metazoan-associated environment"	"animal environment"			"envoEmpo"	"http://purl.obolibrary.org/obo/ENVO_01001002"
"animal-associated environment"	"Metazoan-associated environment"	"animal environment"			"envoMeo"	"http://purl.obolibrary.org/obo/ENVO_01001002"
"animal-associated environment"	"Metazoan-associated environment"	"animal environment"			"envoOmics"	"http://purl.obolibrary.org/obo/ENVO_01001002"
"animal-drawn cart"						"http://purl.obolibrary.org/obo/ENVO_01000607"
"anoxic lake"	"anaerobic lake"					"http://purl.obolibrary.org/obo/ENVO_01001072"
"anoxic water"	"anaerobic water"			"reducing water"		"http://purl.obolibrary.org/obo/ENVO_01000173"
"anthracite"	"hard coal"					"http://purl.obolibrary.org/obo/ENVO_2000011"
"anthropisation"	"anthropization"					"http://purl.obolibrary.org/obo/ENVO_01000952"
"anthropised terrestrial environmental zone"						"http://purl.obolibrary.org/obo/ENVO_01001200"
"anthropogenic contamination feature"						"http://purl.obolibrary.org/obo/ENVO_00002204"
"anthropogenic ecosystem conversion process"						"http://purl.obolibrary.org/obo/ENVO_01001434"
"anthropogenic environment"						"http://purl.obolibrary.org/obo/ENVO_01000313"
"anthropogenic environmental material"						"http://purl.obolibrary.org/obo/ENVO_0010001"
"anthropogenic environmental process"						"http://purl.obolibrary.org/obo/ENVO_02500027"
"anthropogenic generation of energy"						"http://purl.obolibrary.org/obo/ENVO_2000012"
"anthropogenic geographic feature"				"man-made feature"		"http://purl.obolibrary.org/obo/ENVO_00000002"
"anthropogenic geographic feature"				"manmade feature"		"http://purl.obolibrary.org/obo/ENVO_00000002"
"anthropogenic light pollution"	"Lichtverschmutzung"					"http://purl.obolibrary.org/obo/ENVO_01001500"
"anthropogenic litter"		"litter"				"http://purl.obolibrary.org/obo/ENVO_03500005"
"anthropogenic modulatory intervention process"						"http://purl.obolibrary.org/obo/ENVO_02500026"
"anthropogenic terrestrial biome"	"anthrome"					"http://purl.obolibrary.org/obo/ENVO_01000219"
"anthropogenic terrestrial biome"	"human biome"					"http://purl.obolibrary.org/obo/ENVO_01000219"
"anthrosol"						"http://purl.obolibrary.org/obo/ENVO_00002230"
"apiary"						"http://purl.obolibrary.org/obo/ENVO_01000576"
"apron"	"apron"			"apron (geological)"		"http://purl.obolibrary.org/obo/ENVO_00000530"
"apron"	"apron"			"archipelago apron"		"http://purl.obolibrary.org/obo/ENVO_00000530"
"apron"	"apron"			"undersea apron"		"http://purl.obolibrary.org/obo/ENVO_00000530"
"aquaculture process"				"aquatic farming"		"http://purl.obolibrary.org/obo/ENVO_01000906"
"aquaduct"	"aqueduct"			"WATERCOURSE BRIDGE"		"http://purl.obolibrary.org/obo/ENVO_00000072"
"aquarium"						"http://purl.obolibrary.org/obo/ENVO_00002196"
"aquatic biome"						"http://purl.obolibrary.org/obo/ENVO_00002030"
"aquatic ecosystem"						"http://purl.obolibrary.org/obo/ENVO_01001787"
"aquatic environment"						"http://purl.obolibrary.org/obo/ENVO_01000317"
"aquatic estuarine layer"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001301"
"aquatic estuarine layer"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01001301"
"aquatic layer"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000325"
"aquatic natural environment"						"http://purl.obolibrary.org/obo/ENVO_01001227"
"aqueous humour material"						"http://purl.obolibrary.org/obo/ENVO_02000024"
"aquifer"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00012408"
"arable"						"http://purl.obolibrary.org/obo/ENVO_01001184"
"arable land"						"http://purl.obolibrary.org/obo/ENVO_01001177"
"arable or pasturable land"						"http://purl.obolibrary.org/obo/ENVO_01001183"
"arable soil"					"envoMeo"	"http://purl.obolibrary.org/obo/ENVO_00005742"
"archeological site"						"http://purl.obolibrary.org/obo/ENVO_00000564"
"archipelago"	"ISLAND CLUSTER"			"IslandArc"		"http://purl.obolibrary.org/obo/ENVO_00000220"
"archipelago"	"ISLAND CLUSTER"			"island arc"		"http://purl.obolibrary.org/obo/ENVO_00000220"
"archipelago"	"ISLAND CLUSTER"			"island group"		"http://purl.obolibrary.org/obo/ENVO_00000220"
"area designated as a national nature reserve"		"national nature reserve"				"http://purl.obolibrary.org/obo/ENVO_00000366"
"area designated as a nature reserve"				"natural preserve"		"http://purl.obolibrary.org/obo/ENVO_00000363"
"area designated as a nature reserve"				"natural reserve"		"http://purl.obolibrary.org/obo/ENVO_00000363"
"area designated as a nature reserve"				"nature preserve"		"http://purl.obolibrary.org/obo/ENVO_00000363"
"area designated as a nature reserve"				"nature reserve"		"http://purl.obolibrary.org/obo/ENVO_00000363"
"area designated for human defecation"		"defecation area"				"http://purl.obolibrary.org/obo/ENVO_01001263"
"area designated for waste storage"				"waste disposal site"		"http://purl.obolibrary.org/obo/ENVO_01001264"
"area designated for waste storage"				"waste storage site"		"http://purl.obolibrary.org/obo/ENVO_01001264"
"area of alpine tundra"						"http://purl.obolibrary.org/obo/ENVO_3400001"
"area of attached Modiolus assemblages"					"envoCmecs"	"http://purl.obolibrary.org/obo/ENVO_01001383"
"area of attached Modiolus assemblages"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001383"
"area of attached faunal communities"						"http://purl.obolibrary.org/obo/ENVO_01001384"
"area of attached mussel assemblages"					"envoCmecs"	"http://purl.obolibrary.org/obo/ENVO_01001382"
"area of attached mussel assemblages"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001382"
"area of barren land"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000752"
"area of barren land"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000752"
"area of cropland"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000892"
"area of deciduous forest"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000816"
"area of developed open space"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000883"
"area of developed space"						"http://purl.obolibrary.org/obo/ENVO_01001269"
"area of developed space with high usage intensity"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000886"
"area of developed space with low usage intensity"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000884"
"area of developed space with medium usage intensity"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000885"
"area of drift ice"						"http://purl.obolibrary.org/obo/ENVO_01001521"
"area of dwarf scrub"	"area of subshrub"				"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000861"
"area of emergent herbaceous wetland"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000894"
"area of evergreen forest"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000843"
"area of gramanoid or herbaceous vegetation"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000888"
"area of lichen-dominated vegetation"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000889"
"area of lichen-dominated vegetation"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000889"
"area of low atmospheric pressure"						"http://purl.obolibrary.org/obo/ENVO_01001300"
"area of mixed forest"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000855"
"area of moss-dominated vegetation"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000890"
"area of national forest"		"national forest"				"http://purl.obolibrary.org/obo/ENVO_00000360"
"area of open water"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000666"
"area of open water"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000666"
"area of pack ice"						"http://purl.obolibrary.org/obo/ENVO_01001519"
"area of pastureland or hayfields"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000891"
"area of perennial ice or snow"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000746"
"area of perennial snow"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000745"
"area of perennial water ice"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000740"
"area of perennial water ice"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000740"
"area of polar tundra"						"http://purl.obolibrary.org/obo/ENVO_3400002"
"area of protected biodiversity"		"protected area"				"http://purl.obolibrary.org/obo/ENVO_00000358"
"area of rocky shore"				"rocky intertidal shore"		"http://purl.obolibrary.org/obo/ENVO_01000428"
"area of scrub"	"area of shrub"				"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000869"
"area of sea ice"	"area with sea ice"					"http://purl.obolibrary.org/obo/ENVO_01001520"
"area of seasonal sea ice"						"http://purl.obolibrary.org/obo/ENVO_01001558"
"area of sedge- and forb-dominated herbaceous vegetation"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000887"
"area of tundra"				"Arctic land"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000112"
"area of tundra"				"TundraEcosystem"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000112"
"area of woody wetland"					"nlcd2011"	"http://purl.obolibrary.org/obo/ENVO_01000893"
"area protected according to IUCN guidelines"						"http://purl.obolibrary.org/obo/ENVO_01001169"
"areal flooding"					"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01000717"
"arenosol"	"psamment"					"http://purl.obolibrary.org/obo/ENVO_00002229"
"arenosol"	"sandy soil"					"http://purl.obolibrary.org/obo/ENVO_00002229"
"arete"				"ridge"		"http://purl.obolibrary.org/obo/ENVO_00000429"
"arid"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000230"
"arid biome"						"http://purl.obolibrary.org/obo/ENVO_01001838"
"arid subtropical"	"desert climate"			"semi-arid climate"		"http://purl.obolibrary.org/obo/ENVO_01000378"
"arid subtropical"	"semi-desert climate"			"semi-arid climate"		"http://purl.obolibrary.org/obo/ENVO_01000378"
"arrugado"	"arrugado"					"http://purl.obolibrary.org/obo/ENVO_00000538"
"arsenate treated wood"						"http://purl.obolibrary.org/obo/ENVO_00002136"
"arsenic-rich mud"						"http://purl.obolibrary.org/obo/ENVO_00002122"
"artificial channel"				"flume"		"http://purl.obolibrary.org/obo/ENVO_00000121"
"artificial channel"				"improved channel"		"http://purl.obolibrary.org/obo/ENVO_00000121"
"artificial harbor"	"artificial harbour"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000464"
"artificial island"	"artificial island"			"offshore platform"		"http://purl.obolibrary.org/obo/ENVO_00000099"
"artificial lake"						"http://purl.obolibrary.org/obo/ENVO_00000377"
"artificial reef"						"http://purl.obolibrary.org/obo/ENVO_00000149"
"asbestos building roof"		"asbestos roof"				"http://purl.obolibrary.org/obo/ENVO_01000513"
"asbestos dust"						"http://purl.obolibrary.org/obo/ENVO_02000106"
"ash"						"http://purl.obolibrary.org/obo/ENVO_02000090"
"ash cone"						"http://purl.obolibrary.org/obo/ENVO_00000399"
"ash fall process"					"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01000702"
