?label	?exact	?broad	?narrow	?related	?subset	?uri
"marine iceberg"	"ICEBERG"			"glacial berg"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000298"
"marine iceberg"	"ICEBERG"			"glacial iceberg"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000298"
"marine iceberg"	"ICEBERG"			"iceberg"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000298"
"marine layer"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01000295"
"marine layer"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000295"
"marine littoral zone"						"http://purl.obolibrary.org/obo/ENVO_01000125"
"marine lysocline"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000079"
"marine mesopelagic zone"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_00000213"
"marine mesoscale eddy field"						"http://purl.obolibrary.org/obo/ENVO_01000353"
"marine mining"						"http://purl.obolibrary.org/obo/ENVO_01001439"
"marine mucilage"		"sea snot"				"http://purl.obolibrary.org/obo/ENVO_1000746"
"marine mud"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00005795"
"marine neritic benthic zone biome"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000025"
"marine neritic zone"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_00000206"
"marine neritic zone"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000206"
"marine nutricline"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000078"
"marine observatory system"						"http://purl.obolibrary.org/obo/ENVO_01001472"
"marine oligotrophic desert"						"http://purl.obolibrary.org/obo/ENVO_01000073"
"marine oxygen minimum zone"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000065"
"marine park area"		"marine park"				"http://purl.obolibrary.org/obo/ENVO_00000362"
"marine pelagic biome"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000023"
"marine pelagic feature"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000044"
"marine pelagic zone"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_00000208"
"marine pelagic zone"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000208"
"marine photic zone"	"PhoticZone"				"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_00000209"
"marine photic zone"	"PhoticZone"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000209"
"marine photic zone"	"epipelagic zone"				"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_00000209"
"marine photic zone"	"epipelagic zone"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000209"
"marine pockmark"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000160"
"marine pycnocline"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000077"
"marine reef"						"http://purl.obolibrary.org/obo/ENVO_01000143"
"marine reef biome"						"http://purl.obolibrary.org/obo/ENVO_01000029"
"marine salt marsh biome"						"http://purl.obolibrary.org/obo/ENVO_01000022"
"marine sediment"	"marine sediments"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000033"
"marine sludge"						"http://purl.obolibrary.org/obo/ENVO_00005796"
"marine snow"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000158"
"marine sponge reef"						"http://purl.obolibrary.org/obo/ENVO_01000161"
"marine sponge reef biome"						"http://purl.obolibrary.org/obo/ENVO_01000123"
"marine streamer"						"http://purl.obolibrary.org/obo/ENVO_01000068"
"marine sub-littoral zone"	"marine sublittoral zone"	"sublittoral zone"				"http://purl.obolibrary.org/obo/ENVO_01000126"
"marine subtidal rocky reef"						"http://purl.obolibrary.org/obo/ENVO_01000150"
"marine subtidal rocky reef biome"						"http://purl.obolibrary.org/obo/ENVO_01000050"
"marine supra-littoral zone"	"marine supralittoral zone"	"supralittoral zone"		"splash zone"		"http://purl.obolibrary.org/obo/ENVO_01000124"
"marine supra-littoral zone"	"marine supralittoral zone"	"supralittoral zone"		"spray zone"		"http://purl.obolibrary.org/obo/ENVO_01000124"
"marine supra-littoral zone"	"marine supralittoral zone"	"supralittoral zone"		"supratidal zone"		"http://purl.obolibrary.org/obo/ENVO_01000124"
"marine surface current"						"http://purl.obolibrary.org/obo/ENVO_01000099"
"marine terrace"			"bench"	"marine bench"		"http://purl.obolibrary.org/obo/ENVO_00000509"
"marine terrace"			"bench (seafloor)"	"marine bench"		"http://purl.obolibrary.org/obo/ENVO_00000509"
"marine thermocline"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000075"
"marine tidal flow"				"marine tidal current"	"envoCmecs"	"http://purl.obolibrary.org/obo/ENVO_01001336"
"marine tidal flow"				"marine tidal current"	"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001336"
"marine tidal flow process"				"tidal flow"	"envoCmecs"	"http://purl.obolibrary.org/obo/ENVO_01001333"
"marine tidal flow process"				"tidal flow"	"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001333"
"marine tidal flow zone"					"envoCmecs"	"http://purl.obolibrary.org/obo/ENVO_01001341"
"marine tidal flow zone"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001341"
"marine ultramafic hydrothermal vent biome"						"http://purl.obolibrary.org/obo/ENVO_01000053"
"marine upwelling biome"						"http://purl.obolibrary.org/obo/ENVO_01000858"
"marine warm-water sphere"						"http://purl.obolibrary.org/obo/ENVO_01000109"
"marine water body"	"body of marine water"					"http://purl.obolibrary.org/obo/ENVO_00001999"
"marine water body"	"marine waterbody"					"http://purl.obolibrary.org/obo/ENVO_00001999"
"marine water mass"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000686"
"marine white smoker biome"						"http://purl.obolibrary.org/obo/ENVO_01000052"
"marine wind mixed layer"	"epipelagic mixed layer"				"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01000061"
"marine wind mixed layer"	"epipelagic mixed layer"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000061"
"market"	"bazaar"					"http://purl.obolibrary.org/obo/ENVO_01000987"
"market"	"marketplace"					"http://purl.obolibrary.org/obo/ENVO_01000987"
"market"	"mercado"					"http://purl.obolibrary.org/obo/ENVO_01000987"
"market"	"palengke"					"http://purl.obolibrary.org/obo/ENVO_01000987"
"market"	"souk"					"http://purl.obolibrary.org/obo/ENVO_01000987"
"market"	"tianguis"					"http://purl.obolibrary.org/obo/ENVO_01000987"
"marl"						"http://purl.obolibrary.org/obo/ENVO_01000853"
"marsh"		"wetland"		"Marsh"		"http://purl.obolibrary.org/obo/ENVO_00000035"
"marsh"		"wetland"		"marsh"		"http://purl.obolibrary.org/obo/ENVO_00000035"
"marsh"		"wetland"		"quagmire"		"http://purl.obolibrary.org/obo/ENVO_00000035"
"masonry cement"		"cement"				"http://purl.obolibrary.org/obo/ENVO_01000462"
"masonry unit"						"http://purl.obolibrary.org/obo/ENVO_01000457"
"mass density of soil"	"soil mass density"					"http://purl.obolibrary.org/obo/ENVO_09200005"
"mass fluid flow"						"http://purl.obolibrary.org/obo/ENVO_01001747"
"mass gaseous flow"				"wind"	"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01000792"
"mass gaseous flow"				"wind"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000792"
"mass ice flow"						"http://purl.obolibrary.org/obo/ENVO_01001533"
"mass liquid flow"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000981"
"mass of biological material"						"http://purl.obolibrary.org/obo/ENVO_01000549"
"mass of compounded environmental materials"						"http://purl.obolibrary.org/obo/ENVO_01001691"
"mass of environmental material"						"http://purl.obolibrary.org/obo/ENVO_01001686"
"mass of fluid"	"fluid mass"					"http://purl.obolibrary.org/obo/ENVO_01001688"
"mass of gas"	"gaseous mass"					"http://purl.obolibrary.org/obo/ENVO_01001689"
"mass of ice and snow"						"http://purl.obolibrary.org/obo/ENVO_01001620"
"mass of liquid"	"liquid mass"					"http://purl.obolibrary.org/obo/ENVO_01001690"
"mass of solid material"						"http://purl.obolibrary.org/obo/ENVO_01001687"
"mass plasma flow"						"http://purl.obolibrary.org/obo/ENVO_01000796"
"mass wasting"	"slope movement"	"mass movement"			"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01000690"
"mass wasting"	"slope movement"	"mass movement"			"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000690"
"mass wasting flow"		"flow"			"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01000696"
"mass wasting flow"		"flow"			"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000696"
"mass-wasting-driven seismic vibration"						"http://purl.obolibrary.org/obo/ENVO_01001765"
"massif"						"http://purl.obolibrary.org/obo/ENVO_00000381"
"material accumulation process"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000009"
"material accumulation zone"				"accumulation zone"		"http://purl.obolibrary.org/obo/ENVO_01001348"
"material congelation process"	"congelation"					"http://purl.obolibrary.org/obo/ENVO_01001510"
"material congelation process"	"congelation process"					"http://purl.obolibrary.org/obo/ENVO_01001510"
"material cooling process"						"http://purl.obolibrary.org/obo/ENVO_01001615"
"material decumulation process"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000016"
"material decumulation zone"				"decumulation zone"		"http://purl.obolibrary.org/obo/ENVO_01001349"
"material extraction process"						"http://purl.obolibrary.org/obo/ENVO_01000785"
"material isosurface"						"http://purl.obolibrary.org/obo/ENVO_01001274"
"material pooling disposition"						"http://purl.obolibrary.org/obo/ENVO_01000455"
"material primarily composed of biogenic carbonates"						"http://purl.obolibrary.org/obo/ENVO_01001644"
"material transformation process"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000043"
"material transport process"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000010"
"material warming process"						"http://purl.obolibrary.org/obo/ENVO_01001612"
"mattress"						"http://purl.obolibrary.org/obo/ENVO_01000590"
"meadow ecosystem"	"meadow"			"hay meadow"		"http://purl.obolibrary.org/obo/ENVO_00000108"
"meadow soil"						"http://purl.obolibrary.org/obo/ENVO_00005761"
"meander"		"watercourse"	"stream"	"oxbow loop"		"http://purl.obolibrary.org/obo/ENVO_00000427"
"meander neck"	"meander neck"	"physiographic feature"				"http://purl.obolibrary.org/obo/ENVO_00000510"
"mechanical wave energy"						"http://purl.obolibrary.org/obo/ENVO_2000028"
"medial moraine"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000250"
"medical instrument"						"http://purl.obolibrary.org/obo/ENVO_00010621"
"mediterranean"						"http://purl.obolibrary.org/obo/ENVO_01000207"
"mediterranean biome"						"http://purl.obolibrary.org/obo/ENVO_01001833"
"mediterranean forest"						"http://purl.obolibrary.org/obo/ENVO_01001791"
"mediterranean forest biome"					"wwfBiome"	"http://purl.obolibrary.org/obo/ENVO_01000199"
"mediterranean grassland"						"http://purl.obolibrary.org/obo/ENVO_01001810"
"mediterranean grassland biome"						"http://purl.obolibrary.org/obo/ENVO_01000224"
"mediterranean savanna biome"					"wwfBiome"	"http://purl.obolibrary.org/obo/ENVO_01000229"
"mediterranean sea biome"						"http://purl.obolibrary.org/obo/ENVO_01000047"
"mediterranean shrubland biome"					"wwfBiome"	"http://purl.obolibrary.org/obo/ENVO_01000217"
"mediterranean woodland biome"						"http://purl.obolibrary.org/obo/ENVO_01000208"
"mega-Earth"					"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001133"
"megathrust earthquake"					"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01000679"
"melt pond"	"melt ponds"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000040"
"melt pond"	"meltpond"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000040"
"melt pond"	"meltponds"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000040"
"melting"	"melting process"			"fusion"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000723"
"meltwater"						"http://purl.obolibrary.org/obo/ENVO_01000722"
"meromictic lake"						"http://purl.obolibrary.org/obo/ENVO_00000199"
"mesa"	"mesa"	"plateau"		"butte"		"http://purl.obolibrary.org/obo/ENVO_00000179"
"mesocosm"						"http://purl.obolibrary.org/obo/ENVO_01000620"
"mesophilic sediment"						"http://purl.obolibrary.org/obo/ENVO_01000131"
"mesophilic sulfur spring"						"http://purl.obolibrary.org/obo/ENVO_00002128"
"mesoplanet"					"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001152"
"mesoscale marine eddy"						"http://purl.obolibrary.org/obo/ENVO_01000069"
"mesosphere"						"http://purl.obolibrary.org/obo/ENVO_01000539"
"mesotrophic lake"						"http://purl.obolibrary.org/obo/ENVO_01000775"
"mesotrophic water"						"http://purl.obolibrary.org/obo/ENVO_00002225"
"metal contaminated soil"						"http://purl.obolibrary.org/obo/ENVO_00003081"
"metalimnion"						"http://purl.obolibrary.org/obo/ENVO_00002132"
"metallic dust"						"http://purl.obolibrary.org/obo/ENVO_02000103"
"metallic material"				"metal"		"http://purl.obolibrary.org/obo/ENVO_01001069"
"metamorphic rock"						"http://purl.obolibrary.org/obo/ENVO_00002017"
"meteor"					"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001008"
"meteor impact crater"	"meteorite crater"					"http://purl.obolibrary.org/obo/ENVO_00000310"
"meteor impact crater"	"meteorite impact crater"					"http://purl.obolibrary.org/obo/ENVO_00000310"
"meteor impact crater"	"meteoroid impact crater"					"http://purl.obolibrary.org/obo/ENVO_00000310"
"meteorite"						"http://purl.obolibrary.org/obo/ENVO_00002035"
"meteorite lake"	"meteorite crater lake"					"http://purl.obolibrary.org/obo/ENVO_01001065"
"meteorite lake"	"meteorite impact crater lake"					"http://purl.obolibrary.org/obo/ENVO_01001065"
"meteoroid"					"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001068"
"meteotsunami"	"rissaga"				"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01000715"
"meterorite impact"						"http://purl.obolibrary.org/obo/ENVO_01001067"
"methane clathrate"	"fire ice"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000851"
"methane clathrate"	"gas hydrate"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000851"
"methane clathrate"	"hydromethane"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000851"
"methane clathrate"	"methane hydrate"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000851"
"methane clathrate"	"methane ice"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000851"
"methane clathrate"	"natural gas hydrate"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000851"
"methane gas emission process"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000094"
"methane ice"					"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001139"
"methane-laden permafrost"	"bulgunyakh"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000088"
"methane-releasing thermokarst lake"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000083"
"microbial mat"					<http://purl.obolibrary.org/obo/envo#EnvO-Lite-GSC>	"http://purl.obolibrary.org/obo/ENVO_01000008"
"microbial mat material"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000157"
"microburst"						"http://purl.obolibrary.org/obo/ENVO_01001754"
"microcontinental island"						"http://purl.obolibrary.org/obo/ENVO_1000749"
"microcosm"						"http://purl.obolibrary.org/obo/ENVO_01000621"
"microfracture"	"Griffith crack"					"http://purl.obolibrary.org/obo/ENVO_01000674"
"microplastic particle"				"microplastic"		"http://purl.obolibrary.org/obo/ENVO_01000944"
"microwave radiation"						"http://purl.obolibrary.org/obo/ENVO_21001212"
"microwave stellar radiation"	"microwave radiation"		"microwave solar radiation"		"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001212"
"microwave stellar radiation"	"microwave radiation"		"microwave solar radiation"		"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001212"
"mid-elevation mountain"						"http://purl.obolibrary.org/obo/ENVO_01001460"
"mid-ocean ridge"				"OceanRidge"		"http://purl.obolibrary.org/obo/ENVO_00000406"
"mid-shelf fronts"						"http://purl.obolibrary.org/obo/ENVO_01000088"
"midden"						"http://purl.obolibrary.org/obo/ENVO_00010442"
"migration path"	"migration corridor"			"migratory route"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000931"
"military training area"						"http://purl.obolibrary.org/obo/ENVO_00000561"
"mine"						"http://purl.obolibrary.org/obo/ENVO_00000076"
"mine drainage"				"acid and metalliferous drainage"		"http://purl.obolibrary.org/obo/ENVO_00001996"
"mine drainage"				"acid rock drainage"		"http://purl.obolibrary.org/obo/ENVO_00001996"
"mine tailing"		"tailing"				"http://purl.obolibrary.org/obo/ENVO_00000003"
"mineral deposit"			"ore deposit"			"http://purl.obolibrary.org/obo/ENVO_01000255"
"mineral dust"						"http://purl.obolibrary.org/obo/ENVO_02000100"
"mineral material"						"http://purl.obolibrary.org/obo/ENVO_01000256"
"mineral spring"		"spring"				"http://purl.obolibrary.org/obo/ENVO_00000125"
"mineral spring"		"spring (hydrographic)"				"http://purl.obolibrary.org/obo/ENVO_00000125"
"mini-Neptune"				"transitional planet"	"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01001128"
"mining"						"http://purl.obolibrary.org/obo/ENVO_01001437"
"minor planet"					"envoAstro"	"http://purl.obolibrary.org/obo/ENVO_01000809"
"mist"						"http://purl.obolibrary.org/obo/ENVO_01001458"
"mixed forest"						"http://purl.obolibrary.org/obo/ENVO_01000431"
"mixed forest biome"					"wwfBiome"	"http://purl.obolibrary.org/obo/ENVO_01000198"
"mixed grassland"		"mixed grassland"				"http://purl.obolibrary.org/obo/ENVO_01000448"
"mixed potential and kinetic energy"						"http://purl.obolibrary.org/obo/ENVO_2000018"
"moatan"	"moatan"					"http://purl.obolibrary.org/obo/ENVO_00000536"
"mobile phone"	"cell phone"					"http://purl.obolibrary.org/obo/ENVO_01000581"
"mobile phone"	"cellular phone"					"http://purl.obolibrary.org/obo/ENVO_01000581"
"mobile phone"	"hand phone"					"http://purl.obolibrary.org/obo/ENVO_01000581"
"mock community culture"					"envoEmpo"	"http://purl.obolibrary.org/obo/ENVO_01001059"
"mock community culture"					"envoOmics"	"http://purl.obolibrary.org/obo/ENVO_01001059"
"moderately saline water"	"moderately salty water"					"http://purl.obolibrary.org/obo/ENVO_01001038"
"moist-adiabatic process"	"saturation-adiabatic process"				"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001725"
"mollusc farming process"	"mollusc aquaculture"			"aquaculture of molluscs"		"http://purl.obolibrary.org/obo/ENVO_01001251"
"momentum transfer process"						"http://purl.obolibrary.org/obo/ENVO_01001842"
"monadnock"				"inselberg"		"http://purl.obolibrary.org/obo/ENVO_00000432"
"monadnock"				"kopje"		"http://purl.obolibrary.org/obo/ENVO_00000432"
"monadnock"				"mount"		"http://purl.obolibrary.org/obo/ENVO_00000432"
"monochrome solar rainbow"	"monochrome rainbow"				"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001014"
"monochrome solar rainbow"	"red rainbow"				"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001014"
"monogenetic volcanic field"						"http://purl.obolibrary.org/obo/ENVO_00000355"
"monomictic lake"						"http://purl.obolibrary.org/obo/ENVO_01000288"
"monsoon season"						"http://purl.obolibrary.org/obo/ENVO_03000129"
"monsoon wind"						"http://purl.obolibrary.org/obo/ENVO_03000130"
"montane"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_01000342"
"montane biome"						"http://purl.obolibrary.org/obo/ENVO_01001836"
"montane conifer woodland"						"http://purl.obolibrary.org/obo/ENVO_01000347"
"montane desert biome"						"http://purl.obolibrary.org/obo/ENVO_01000185"
"montane forest"						"http://purl.obolibrary.org/obo/ENVO_01000435"
"montane grassland"						"http://purl.obolibrary.org/obo/ENVO_01001808"
"montane grassland biome"					"wwfBiome"	"http://purl.obolibrary.org/obo/ENVO_01000194"
"montane savanna biome"						"http://purl.obolibrary.org/obo/ENVO_01000223"
"montane shrubland biome"					"wwfBiome"	"http://purl.obolibrary.org/obo/ENVO_01000216"
"moonmoon"						"http://purl.obolibrary.org/obo/ENVO_01001494"
"moor"		"moor"				"http://purl.obolibrary.org/obo/ENVO_00000231"
"moraine"	"MORAINE"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000177"
"moraine"	"glacial moraine"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000177"
"moraine"	"moraine"				"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000177"
"motor"	"engine"					"http://purl.obolibrary.org/obo/ENVO_01000610"
"motor boat"	"motorised boat"					"http://purl.obolibrary.org/obo/ENVO_01000609"
"motor boat"	"motorized boat"					"http://purl.obolibrary.org/obo/ENVO_01000609"
"motor vehicle"						"http://purl.obolibrary.org/obo/ENVO_01000601"
"motorcycle"	"moto"	"bike"				"http://purl.obolibrary.org/obo/ENVO_01000615"
"motorcycle"	"motorbike"	"bike"				"http://purl.obolibrary.org/obo/ENVO_01000615"
"motorcycle"	"moto"	"cycle"				"http://purl.obolibrary.org/obo/ENVO_01000615"
"motorcycle"	"motorbike"	"cycle"				"http://purl.obolibrary.org/obo/ENVO_01000615"
"motorscooter"	"motor scooter"	"scooter"				"http://purl.obolibrary.org/obo/ENVO_01000616"
"mound"				"mound"		"http://purl.obolibrary.org/obo/ENVO_00000180"
"mound"				"mount"		"http://purl.obolibrary.org/obo/ENVO_00000180"
"mount"	"MOUNT"			"cerrito"		"http://purl.obolibrary.org/obo/ENVO_00000477"
"mount"	"MOUNT"			"cerro"		"http://purl.obolibrary.org/obo/ENVO_00000477"
"mount"	"MOUNT"			"dome"		"http://purl.obolibrary.org/obo/ENVO_00000477"
"mount"	"MOUNT"			"hill"		"http://purl.obolibrary.org/obo/ENVO_00000477"
"mount"	"MOUNT"			"hillock"		"http://purl.obolibrary.org/obo/ENVO_00000477"
"mount"	"MOUNT"			"hummock"		"http://purl.obolibrary.org/obo/ENVO_00000477"
"mount"	"MOUNT"			"inselberg"		"http://purl.obolibrary.org/obo/ENVO_00000477"
"mount"	"MOUNT"			"knob"		"http://purl.obolibrary.org/obo/ENVO_00000477"
"mount"	"MOUNT"			"knoll"		"http://purl.obolibrary.org/obo/ENVO_00000477"
"mount"	"MOUNT"			"koppje"		"http://purl.obolibrary.org/obo/ENVO_00000477"
"mount"	"MOUNT"			"monadnock"		"http://purl.obolibrary.org/obo/ENVO_00000477"
"mount"	"MOUNT"			"mountain"		"http://purl.obolibrary.org/obo/ENVO_00000477"
"mount"	"MOUNT"			"rise"		"http://purl.obolibrary.org/obo/ENVO_00000477"
"mountain"	"Mountain"			"mountains"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000081"
"mountain forest soil"						"http://purl.obolibrary.org/obo/ENVO_00005769"
"mountain pass"	"pass"			"col"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000084"
"mountain pass"	"pass"			"defile"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000084"
"mountain pass"	"pass"			"gap"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000084"
"mountain pass"	"pass"			"notch"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000084"
"mountain pass"	"pass"			"pass"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000084"
"mountain pass"	"pass"			"saddle"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000084"
"mountain pass"	"pass"			"saddle (physiographic)"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000084"
"mountain pass"	"pass"			"sill (physiographic)"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000084"
"mountain range"	"MOUNT RANGE"			"cordillera"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000080"
"mountain range"	"MOUNT RANGE"			"mountain chain"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000080"
"mountain range"	"MOUNT RANGE"			"mountain group"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000080"
"mountain range"	"MOUNT RANGE"			"mountain range"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000080"
"mountain range"	"MOUNT RANGE"			"mountain system"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000080"
"mountain range"	"MOUNT RANGE"			"sierra"	"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_00000080"
"mountain spur"						"http://purl.obolibrary.org/obo/ENVO_00000390"
"mountain-gap wind"			"düsenwind"		"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001731"
"mountain-gap wind"			"kossava"		"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001731"
"mountain-gap wind"			"tehuantepecer"		"envoAtmo"	"http://purl.obolibrary.org/obo/ENVO_01001731"
"mouth"	"MOUTH"			"outlet"		"http://purl.obolibrary.org/obo/ENVO_00000479"
"mouth environment"					"envoMeo"	"http://purl.obolibrary.org/obo/ENVO_08000002"
"mouth of liquid discharge conduit"		"overfall"				"http://purl.obolibrary.org/obo/ENVO_01000864"
"mucus material"						"http://purl.obolibrary.org/obo/ENVO_02000040"
"mud"						"http://purl.obolibrary.org/obo/ENVO_01000001"
"mud exterior wall"		"mud wall"				"http://purl.obolibrary.org/obo/ENVO_01000497"
"mud volcano"						"http://purl.obolibrary.org/obo/ENVO_00000402"
"muddy soil"						"http://purl.obolibrary.org/obo/ENVO_00005771"
"muddy water"						"http://purl.obolibrary.org/obo/ENVO_00005793"
"mudflat"	"mud flat"	"wetland"		"mud flat"		"http://purl.obolibrary.org/obo/ENVO_00000192"
"mudflow"	"mud flow"				"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01000697"
"mudslide"					"environmental_hazards"	"http://purl.obolibrary.org/obo/ENVO_01000695"
"mudstone"						"http://purl.obolibrary.org/obo/ENVO_01000272"
"multiple vortex tornado"						"http://purl.obolibrary.org/obo/ENVO_01001485"
"multiplet tectonic earthquake"		"multiplet earthquake"				"http://purl.obolibrary.org/obo/ENVO_01001777"
"multipurpose dam"						"http://purl.obolibrary.org/obo/ENVO_00000553"
"multiyear ice"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000073"
"multiyear ice formation process"					"envoPolar"	"http://purl.obolibrary.org/obo/ENVO_03000062"
"mushroom compost"						"http://purl.obolibrary.org/obo/ENVO_00003033"
"mushroom environment"						"http://purl.obolibrary.org/obo/ENVO_01000929"
"mussel bed"					"envoCmecs"	"http://purl.obolibrary.org/obo/ENVO_01001379"
"mussel bed"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001379"
"mussel gill tissue material"						"http://purl.obolibrary.org/obo/ENVO_01001392"
"mussel reef"					"envoCmecs"	"http://purl.obolibrary.org/obo/ENVO_01001386"
"mussel reef"					"envoMarine"	"http://purl.obolibrary.org/obo/ENVO_01001386"
"mycetome"						"http://purl.obolibrary.org/obo/ENVO_01000166"
"naphthalene enriched sediment"						"http://purl.obolibrary.org/obo/ENVO_00002180"
"national geopolitical entity"	"nation"		"independent nation"	"country"		"http://purl.obolibrary.org/obo/ENVO_00000009"
"national geopolitical entity"	"nation"		"independent nation"	"political entity"		"http://purl.obolibrary.org/obo/ENVO_00000009"
"national geopolitical entity"	"nation"		"independent nation"	"state"		"http://purl.obolibrary.org/obo/ENVO_00000009"
"national geopolitical entity"	"nation"		"independent political entity"	"country"		"http://purl.obolibrary.org/obo/ENVO_00000009"
"national geopolitical entity"	"nation"		"independent political entity"	"political entity"		"http://purl.obolibrary.org/obo/ENVO_00000009"
