?label	?subset	?def	?cls
"planktonic material"@en	"envoPolar"	"A portion of planktonic material is a portion of environmental material primarily composed of plankton."	<http://purl.obolibrary.org/obo/ENVO_01000063>
"compaction process"@en	"envoPolar"	"A physical process during which atoms, molecules, or other consituents of a material entity are forced closer together."	<http://purl.obolibrary.org/obo/ENVO_03000008>
"snow drift"@en	"envoPolar"	"An accumulation of powdery snow which was transported and deposited via a snow drifting process."	<http://purl.obolibrary.org/obo/ENVO_03000112>
"pelagic isopycnal surface"	"envoPolar"	"A roughly planar, pelagic region characterised by equal water density."	<http://purl.obolibrary.org/obo/ENVO_01000083>
"snow field"	"envoPolar"	"A region of permanent snow in mountainous areas or high latitudes."	<http://purl.obolibrary.org/obo/ENVO_00000146>
"rubbish landslide"@en	"environmental_hazards"	"A mass wasting process during which refuse from human activities, usually accumulated at a dumping site, falls down a slope under the force of gravity."	<http://purl.obolibrary.org/obo/ENVO_01000916>
"large river biome"	"wwfBiome"		<http://purl.obolibrary.org/obo/ENVO_00000887>
"subtropical moist broadleaf forest biome"	"wwfBiome"		<http://purl.obolibrary.org/obo/ENVO_01000226>
"melt pond"@en	"envoPolar"	"A water body which forms as a result of localised melting taking place on the surface of a glacier or a mass of sea ice and which is contained in the cavity formed by such melting."	<http://purl.obolibrary.org/obo/ENVO_03000040>
"area of deciduous forest"@en	"nlcd2011"	"An area of a planet's surface which is primarily covered by a forest in which the majority of trees shed foliage simultaneously in response to seasonal change. The surfaces of this area (including the surface of the forest canopy) are in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."	<http://purl.obolibrary.org/obo/ENVO_01000816>
"nilas formation process"@en	"envoPolar"	"A sea ice formation process during which new ice crystals freeze together, forming nilas, a thin, elastic, continuous, ice sheet of a transparent gray color."	<http://purl.obolibrary.org/obo/ENVO_03000058>
"melting"@en	"envoPolar"	"Melting is a physical process that results in the phase transition of a substance from a solid to a liquid."	<http://purl.obolibrary.org/obo/ENVO_01000723>
"continental margin"	"envoPolar"	"The continental margin is the zone of the ocean floor that separates the thin oceanic crust from thick continental crust. Together, the continental shelf, continental slope, and continental rise are called continental margin. Continental margins constitute about 28% of the oceanic area."	<http://purl.obolibrary.org/obo/ENVO_01000298>
"marine habitat"	<http://purl.obolibrary.org/obo/envo#EnvO-Lite-GSC>	"A habitat that is in or on a sea or ocean containing high concentrations of dissolved salts and other total dissolved solids (typically >35 grams dissolved salts per litre)."	<http://purl.obolibrary.org/obo/ENVO_00000569>
"freshwater environment"	"envoPolar"		<http://purl.obolibrary.org/obo/ENVO_01000306>
"icemelt"@en	"envoPolar"	"Icemelt is a hydrological process in which water is produced by the melting of ice and becomes part of the hydrological surface runoff."	<http://purl.obolibrary.org/obo/ENVO_01000721>
"area of dwarf scrub"@en	"nlcd2011"	"An area of a planet's surface which is partly covered by shrubs with ground-hugging stems or low growth habit, in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."	<http://purl.obolibrary.org/obo/ENVO_01000861>
"hailstorm"@en	"envoPolar"	"An atmospheric storm which intense hailfall occurs."	<http://purl.obolibrary.org/obo/ENVO_01000880>
"snowpack"@en	"envoPolar"	"A layer which consists of an accumulation of snow."	<http://purl.obolibrary.org/obo/ENVO_03000116>
"blizzard"@en	"envoPolar"	"A blizzard is a severe snowstorm during which snowfall is transported by strong winds, sustained for several hours."	<http://purl.obolibrary.org/obo/ENVO_01000903>
"lake layer"	"envoPolar"	"A layer which is part of a lake."	<http://purl.obolibrary.org/obo/ENVO_01000283>
"mediterranean savanna biome"	"wwfBiome"		<http://purl.obolibrary.org/obo/ENVO_01000229>
"star"@en	"envoPolar"	"An astronomical object which is composed primarily of luminous plasma held in a spherical form by gravitational forces."	<http://purl.obolibrary.org/obo/ENVO_01000801>
"thunderstorm"@en	"environmental_hazards"	"An atmospheric storm which occurs in cumulonimbus clouds and during which lightning and thunder occur."	<http://purl.obolibrary.org/obo/ENVO_01000878>
"perennial snow patch"@en	"envoPolar"	"A snow patch which persists through at least one seasonal cycle."	<http://purl.obolibrary.org/obo/ENVO_03000115>
"atmosphere-exposed melt pond"@en	"envoPolar"	"A melt pond which is located toward the surface of an ice mass, exposed to the atmosphere but closed to the bottom of the ice mass or to any underlying water."	<http://purl.obolibrary.org/obo/ENVO_03000050>
"glacial ice calving process"@en	"envoPolar"	"A process during which a part of a glacier breaks away from the main mass."	<http://purl.obolibrary.org/obo/ENVO_03000030>
"slush ice"@en	"envoPolar"	"New ice which is a slurry mixture of frazil, snow and liquid water."	<http://purl.obolibrary.org/obo/ENVO_03000076>
"nitrate-reducing sediment"	"envoPolar"	"Sediment hosting and characterised by active nitrate reducing microbial communities."	<http://purl.obolibrary.org/obo/ENVO_01000135>
"hailfall"@en	"environmental_hazards"	"Hailfall is a hydrological process in which balls or irregular lumps of water ice formed in thunderstorm or cumulonimbus clouds fall to a planetary surface."	<http://purl.obolibrary.org/obo/ENVO_01000874>
"seasonal snow patch"@en	"envoPolar"	"A snow patch which forms during a cold season and melts away during the succeeding warm season."	<http://purl.obolibrary.org/obo/ENVO_03000114>
"area of cropland"@en	"nlcd2011"	"An area of a planet's surface which is partly covered either by annual crops and perennial woody crops or by actively tilled land. This area is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."	<http://purl.obolibrary.org/obo/ENVO_01000892>
"subtropical grassland biome"	"wwfBiome"		<http://purl.obolibrary.org/obo/ENVO_01000191>
"season generating process"@en	"envoPolar"	"A process during which the intesity of stellar radiation received by a planet's surface varies in a cyclical regime due to the planet's orbital motion around the barycentre of a planetary system and/or the tilt of its rotational axis relative to its orbital plane."	<http://purl.obolibrary.org/obo/ENVO_03000095>
"slab snow"@en	"envoPolar"	"Snow which is cohesive, hard and overlies weaker snow."	<http://purl.obolibrary.org/obo/ENVO_03000108>
"planetary wind"@en	"envoPolar"		<http://purl.obolibrary.org/obo/ENVO_01000795>
"subalpline"	"envoPolar"	"A subalpine condition is an environmental condition in which  an altitude range falls immediately below the tree line."	<http://purl.obolibrary.org/obo/ENVO_01000341>
"mudslide"@en	"environmental_hazards"		<http://purl.obolibrary.org/obo/ENVO_01000695>
"aquatic habitat"	<http://purl.obolibrary.org/obo/envo#EnvO-Lite-GSC>	"A habitat that is in or on water."	<http://purl.obolibrary.org/obo/ENVO_00000144>
"area of perennial ice or snow"@en	"nlcd2011"	"An area of a planet's surface which is primarily composed of snow or water ice, present throughout multiple years, in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."	<http://purl.obolibrary.org/obo/ENVO_01000746>
"area of lichen-dominated vegetation"@en	"nlcd2011"	"An area of a planet's surface which is primarily covered by fruticose or foliose lichens and which is in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."	<http://purl.obolibrary.org/obo/ENVO_01000889>
"ice cap climatic condition"	"envoPolar"	"An ice cap climatic condition is a polar condition in which the montly average temperature does not exceed 0 degrees Celsius."	<http://purl.obolibrary.org/obo/ENVO_01000354>
"tropical marine upwelling biome"@en	"wwfBiome"		<http://purl.obolibrary.org/obo/ENVO_01000859>
"tropical savanna biome"	"wwfBiome"		<http://purl.obolibrary.org/obo/ENVO_01000188>
"area of open water"@en	"nlcd2011"	"An area of a planet's surface which is primarily composed of water in contact with an atmospheric column extending from the planetary boundary layer to the planet's exosphere with little to no physical obstruction."	<http://purl.obolibrary.org/obo/ENVO_01000666>
"hydrological melting process"@en	"envoPolar"		<http://purl.obolibrary.org/obo/ENVO_01000720>
"chemocline"	"envoPolar"	"A layer within a fluid where the chemical composition changes rapidly with depth."	<http://purl.obolibrary.org/obo/ENVO_00002270>
"methane-laden permafrost"@en	"envoPolar"	"Permafrost which contains pockets of trapped methane gas."	<http://purl.obolibrary.org/obo/ENVO_03000088>
"terrestrial habitat"	<http://purl.obolibrary.org/obo/envo#EnvO-Lite-GSC>	"A habitat that is on or at the boundary of the surface of the Earth."	<http://purl.obolibrary.org/obo/ENVO_00002009>
"n̩v̩"@en	"envoPolar"	"Partially compacted granular snow, which has undergone several cycles of melting and refreezing while being compacted, usually found on the atmosphere-exposed surface of a glacier."	<http://purl.obolibrary.org/obo/ENVO_03000000>
"ice loss process"@en	"envoPolar"	"A material decumulation process during which the mass of an existing ice mass decreases in size."	<http://purl.obolibrary.org/obo/ENVO_01000915>
"atmospheric wind"@en	"envoPolar"		<http://purl.obolibrary.org/obo/ENVO_01000793>
"anaerobic respiration, using ammonium as electron donor"	"envoPolar"	"The oxidation of ammonium (NH4) to nitrogen (N2) in the absence of oxygen, using nitrite (NO2) as the electron acceptor. It is suggested that hydroxylamine and ammonium are combined to yield hydrazine, which is subsequently oxidized to N2."	<http://purl.obolibrary.org/obo/GO_0019331>
"small lake biome"	"wwfBiome"		<http://purl.obolibrary.org/obo/ENVO_00000892>
"shallow marine sediment"@en	"envoPolar"	"Marine sediment soured from either terrestrial systems, marine organisms, seawater and or cosmogeneous sources, which is transported through the marine water column, and accumulates within shallow regions of the oceanic basin close to continents, such as the continental shelf, or continental slope."	<http://purl.obolibrary.org/obo/ENVO_03000034>
"mudflow"@en	"environmental_hazards"	"A mudflow is a form of mass wasting which involves very rapid to extremely rapid surging flow of debris that has become partially or fully liquified by the addition of significant amounts of water to clay-rich source material."	<http://purl.obolibrary.org/obo/ENVO_01000697>
"marine mud"	"envoPolar"		<http://purl.obolibrary.org/obo/ENVO_00005795>
"nitrogen-oxygen planetary atmosphere"@en	"envoPolar"	"A planetary atmosphere which is composted primarily of dinitrogen and dioxygen gas."	<http://purl.obolibrary.org/obo/ENVO_01000811>
